customer_id,orders_count,total_revenue,avg_order_value,first_order_date,last_order_date,is_one_order,is_zero_revenue,is_high_value,activity_segment,value_segment,customer_segment
88,2,206.59,103.295,2023-01-26,2023-12-03,False,False,False,repeat,low value,repeat_low value
89,2,224.13,112.065,2023-02-25,2023-08-02,False,False,False,repeat,low value,repeat_low value
90,2,193.89,96.945,2023-06-03,2023-12-31,False,False,False,repeat,low value,repeat_low value
91,2,255.05,127.525,2023-08-27,2023-10-01,False,False,False,repeat,mid value,repeat_mid value
92,1,26.3,26.3,2023-04-29,2023-04-29,True,False,False,one order,low value,one order_low value
93,2,242.39,121.195,2023-03-27,2023-07-21,False,False,False,repeat,mid value,repeat_mid value
94,2,143.12,71.56,2023-01-25,2023-10-27,False,False,False,repeat,low value,repeat_low value
95,3,368.3,122.76666666666667,2023-03-08,2023-08-16,False,False,False,repeat,mid value,repeat_mid value
96,3,269.64,89.88,2023-03-24,2023-08-24,False,False,False,repeat,mid value,repeat_mid value
97,3,244.32999999999998,81.44333333333333,2023-08-14,2023-10-16,False,False,False,repeat,mid value,repeat_mid value
98,5,417.34999999999997,83.47,2023-01-04,2023-12-16,False,False,False,loyal,high value,loyal_high value
99,1,78.28,78.28,2023-04-28,2023-04-28,True,False,False,one order,low value,one order_low value
100,3,310.14,103.38,2023-06-22,2023-12-01,False,False,False,repeat,mid value,repeat_mid value
101,5,570.26,114.05199999999999,2023-02-07,2023-11-22,False,False,False,loyal,high value,loyal_high value
102,2,177.88,88.94,2023-06-10,2023-09-16,False,False,False,repeat,low value,repeat_low value
103,2,154.64,77.32,2023-05-18,2023-06-21,False,False,False,repeat,low value,repeat_low value
104,1,69.62,69.62,2023-11-15,2023-11-15,True,False,False,one order,low value,one order_low value
105,3,250.35,83.45,2023-02-07,2023-09-30,False,False,False,repeat,mid value,repeat_mid value
106,10,1103.67,110.367,2023-03-01,2023-12-27,False,False,False,loyal,high value,loyal_high value
107,3,274.23,91.41000000000001,2023-05-05,2023-11-24,False,False,False,repeat,mid value,repeat_mid value
108,2,212.55,106.275,2023-01-23,2023-05-25,False,False,False,repeat,low value,repeat_low value
109,5,539.8299999999999,107.96599999999998,2023-01-15,2023-11-05,False,False,False,loyal,high value,loyal_high value
110,3,386.77,128.92333333333332,2023-02-07,2023-10-16,False,False,False,repeat,mid value,repeat_mid value
111,1,98.45,98.45,2023-03-27,2023-03-27,True,False,False,one order,low value,one order_low value
112,5,584.98,116.99600000000001,2023-04-28,2023-12-31,False,False,False,loyal,high value,loyal_high value
113,1,142.43,142.43,2023-02-16,2023-02-16,True,False,False,one order,low value,one order_low value
114,1,85.79,85.79,2023-04-25,2023-04-25,True,False,False,one order,low value,one order_low value
115,3,365.21000000000004,121.73666666666668,2023-01-11,2023-10-19,False,False,False,repeat,mid value,repeat_mid value
116,1,109.79,109.79,2023-01-23,2023-01-23,True,False,False,one order,low value,one order_low value
117,2,229.24,114.62,2023-04-14,2023-10-29,False,False,False,repeat,mid value,repeat_mid value
118,2,266.24,133.12,2023-04-21,2023-12-22,False,False,False,repeat,mid value,repeat_mid value
119,10,906.3100000000001,90.631,2023-01-29,2023-11-09,False,False,False,loyal,high value,loyal_high value
120,3,217.25,72.41666666666667,2023-03-16,2023-10-21,False,False,False,repeat,low value,repeat_low value
121,3,208.26999999999998,69.42333333333333,2023-01-17,2023-06-28,False,False,False,repeat,low value,repeat_low value
122,1,19.09,19.09,2023-01-25,2023-01-25,True,False,False,one order,low value,one order_low value
123,10,886.27,88.627,2023-02-18,2023-11-14,False,False,False,loyal,high value,loyal_high value
124,1,83.59,83.59,2023-10-13,2023-10-13,True,False,False,one order,low value,one order_low value
125,5,466.86,93.372,2023-01-19,2023-09-21,False,False,False,loyal,high value,loyal_high value
126,3,268.05,89.35000000000001,2023-02-24,2023-12-15,False,False,False,repeat,mid value,repeat_mid value
127,2,157.02,78.51,2023-09-12,2023-11-09,False,False,False,repeat,low value,repeat_low value
128,1,124.38,124.38,2023-02-23,2023-02-23,True,False,False,one order,low value,one order_low value
129,5,439.75,87.95,2023-03-19,2023-10-15,False,False,False,loyal,high value,loyal_high value
130,1,81.9,81.9,2023-08-11,2023-08-11,True,False,False,one order,low value,one order_low value
131,3,328.3,109.43333333333334,2023-03-23,2023-06-10,False,False,False,repeat,mid value,repeat_mid value
132,5,498.0,99.6,2023-04-29,2023-10-30,False,False,False,loyal,high value,loyal_high value
133,1,89.17,89.17,2023-12-08,2023-12-08,True,False,False,one order,low value,one order_low value
134,5,515.85,103.17,2023-01-14,2023-08-03,False,False,False,loyal,high value,loyal_high value
135,2,201.69,100.845,2023-07-20,2023-09-03,False,False,False,repeat,low value,repeat_low value
136,1,155.62,155.62,2023-01-29,2023-01-29,True,False,False,one order,low value,one order_low value
137,1,128.51,128.51,2023-08-03,2023-08-03,True,False,False,one order,low value,one order_low value
138,2,193.39999999999998,96.69999999999999,2023-02-11,2023-12-22,False,False,False,repeat,low value,repeat_low value
139,2,172.94,86.47,2023-03-17,2023-03-28,False,False,False,repeat,low value,repeat_low value
140,3,338.68,112.89333333333333,2023-04-08,2023-09-25,False,False,False,repeat,mid value,repeat_mid value
141,5,533.96,106.792,2023-04-23,2023-12-29,False,False,False,loyal,high value,loyal_high value
142,10,837.0,83.7,2023-02-24,2023-12-31,False,False,False,loyal,high value,loyal_high value
143,5,454.0,90.8,2023-01-12,2023-12-20,False,False,False,loyal,high value,loyal_high value
144,1,106.53,106.53,2023-11-26,2023-11-26,True,False,False,one order,low value,one order_low value
145,1,158.38,158.38,2023-03-21,2023-03-21,True,False,False,one order,low value,one order_low value
146,5,531.83,106.36600000000001,2023-02-28,2023-09-21,False,False,False,loyal,high value,loyal_high value
147,1,104.02,104.02,2023-04-27,2023-04-27,True,False,False,one order,low value,one order_low value
148,3,266.06,88.68666666666667,2023-03-23,2023-08-11,False,False,False,repeat,mid value,repeat_mid value
149,2,162.67000000000002,81.33500000000001,2023-04-13,2023-09-30,False,False,False,repeat,low value,repeat_low value
150,3,375.21,125.07,2023-04-08,2023-10-28,False,False,False,repeat,mid value,repeat_mid value
151,2,154.49,77.245,2023-02-08,2023-12-15,False,False,False,repeat,low value,repeat_low value
152,3,250.15,83.38333333333334,2023-04-18,2023-11-07,False,False,False,repeat,mid value,repeat_mid value
153,1,99.4,99.4,2023-09-26,2023-09-26,True,False,False,one order,low value,one order_low value
154,2,216.2,108.1,2023-04-06,2023-11-14,False,False,False,repeat,low value,repeat_low value
155,2,168.88,84.44,2023-07-04,2023-09-23,False,False,False,repeat,low value,repeat_low value
156,1,152.13,152.13,2023-12-25,2023-12-25,True,False,False,one order,low value,one order_low value
157,1,105.05,105.05,2023-05-22,2023-05-22,True,False,False,one order,low value,one order_low value
158,1,120.02,120.02,2023-11-20,2023-11-20,True,False,False,one order,low value,one order_low value
159,1,148.42,148.42,2023-03-14,2023-03-14,True,False,False,one order,low value,one order_low value
160,1,80.54,80.54,2023-12-10,2023-12-10,True,False,False,one order,low value,one order_low value
161,3,342.82,114.27333333333333,2023-10-22,2023-11-29,False,False,False,repeat,mid value,repeat_mid value
162,20,1791.09,89.55449999999999,2023-01-20,2023-12-04,False,False,False,loyal,high value,loyal_high value
163,2,196.0,98.0,2023-02-06,2023-11-24,False,False,False,repeat,low value,repeat_low value
164,1,0.0,0.0,2023-10-11,2023-10-11,True,True,False,one order,low value,one order_low value
165,3,279.65999999999997,93.21999999999998,2023-07-05,2023-12-13,False,False,False,repeat,mid value,repeat_mid value
166,5,586.46,117.292,2023-04-02,2023-12-11,False,False,False,loyal,high value,loyal_high value
167,5,509.09,101.818,2023-01-07,2023-07-25,False,False,False,loyal,high value,loyal_high value
168,5,479.98,95.99600000000001,2023-01-12,2023-12-31,False,False,False,loyal,high value,loyal_high value
169,5,529.61,105.922,2023-03-01,2023-12-01,False,False,False,loyal,high value,loyal_high value
170,10,983.1899999999999,98.31899999999999,2023-01-04,2023-11-02,False,False,False,loyal,high value,loyal_high value
171,2,242.19,121.095,2023-02-08,2023-03-16,False,False,False,repeat,mid value,repeat_mid value
172,1,78.3,78.3,2023-05-10,2023-05-10,True,False,False,one order,low value,one order_low value
173,1,121.93,121.93,2023-07-14,2023-07-14,True,False,False,one order,low value,one order_low value
174,10,997.64,99.764,2023-01-15,2023-12-15,False,False,False,loyal,high value,loyal_high value
175,1,95.15,95.15,2023-06-30,2023-06-30,True,False,False,one order,low value,one order_low value
176,1,59.76,59.76,2023-09-30,2023-09-30,True,False,False,one order,low value,one order_low value
177,3,202.03,67.34333333333333,2023-08-02,2023-12-06,False,False,False,repeat,low value,repeat_low value
178,5,537.3199999999999,107.46399999999998,2023-02-01,2023-12-04,False,False,False,loyal,high value,loyal_high value
179,3,306.90999999999997,102.30333333333333,2023-08-02,2023-09-24,False,False,False,repeat,mid value,repeat_mid value
180,1,113.1,113.1,2023-02-15,2023-02-15,True,False,False,one order,low value,one order_low value
181,1,55.82,55.82,2023-03-21,2023-03-21,True,False,False,one order,low value,one order_low value
182,2,171.01999999999998,85.50999999999999,2023-08-30,2023-12-19,False,False,False,repeat,low value,repeat_low value
183,2,159.57,79.785,2023-03-18,2023-04-26,False,False,False,repeat,low value,repeat_low value
184,20,2212.47,110.62349999999999,2023-01-03,2023-12-25,False,False,True,loyal,high value,loyal_high value
185,2,235.01999999999998,117.50999999999999,2023-03-23,2023-07-30,False,False,False,repeat,mid value,repeat_mid value
186,1,103.6,103.6,2023-02-04,2023-02-04,True,False,False,one order,low value,one order_low value
187,1,92.28,92.28,2023-07-26,2023-07-26,True,False,False,one order,low value,one order_low value
188,5,470.53000000000003,94.10600000000001,2023-01-20,2023-12-30,False,False,False,loyal,high value,loyal_high value
189,3,345.08,115.02666666666666,2023-03-07,2023-12-01,False,False,False,repeat,mid value,repeat_mid value
190,1,126.51,126.51,2023-07-05,2023-07-05,True,False,False,one order,low value,one order_low value
191,10,937.8700000000001,93.787,2023-01-02,2023-11-14,False,False,False,loyal,high value,loyal_high value
192,2,186.64,93.32,2023-05-10,2023-12-11,False,False,False,repeat,low value,repeat_low value
193,10,981.72,98.172,2023-01-10,2023-11-09,False,False,False,loyal,high value,loyal_high value
194,1,90.35,90.35,2023-10-11,2023-10-11,True,False,False,one order,low value,one order_low value
195,5,574.03,114.806,2023-02-13,2023-11-08,False,False,False,loyal,high value,loyal_high value
196,1,96.07,96.07,2023-10-20,2023-10-20,True,False,False,one order,low value,one order_low value
197,10,1045.33,104.53299999999999,2023-05-06,2023-12-06,False,False,False,loyal,high value,loyal_high value
198,1,115.16,115.16,2023-09-21,2023-09-21,True,False,False,one order,low value,one order_low value
199,1,94.28,94.28,2023-12-24,2023-12-24,True,False,False,one order,low value,one order_low value
200,3,321.98,107.32666666666667,2023-04-24,2023-11-07,False,False,False,repeat,mid value,repeat_mid value
201,1,106.03,106.03,2023-01-26,2023-01-26,True,False,False,one order,low value,one order_low value
202,1,131.52,131.52,2023-11-24,2023-11-24,True,False,False,one order,low value,one order_low value
203,5,632.5600000000001,126.51200000000001,2023-02-22,2023-10-16,False,False,False,loyal,high value,loyal_high value
204,5,568.54,113.708,2023-03-18,2023-06-08,False,False,False,loyal,high value,loyal_high value
205,5,560.71,112.14200000000001,2023-03-06,2023-12-10,False,False,False,loyal,high value,loyal_high value
206,2,196.31,98.155,2023-04-03,2023-11-01,False,False,False,repeat,low value,repeat_low value
207,1,153.05,153.05,2023-09-24,2023-09-24,True,False,False,one order,low value,one order_low value
208,3,377.68,125.89333333333333,2023-01-03,2023-09-22,False,False,False,repeat,mid value,repeat_mid value
209,5,367.53999999999996,73.508,2023-02-12,2023-10-31,False,False,False,loyal,mid value,loyal_mid value
210,5,536.59,107.31800000000001,2023-01-21,2023-11-22,False,False,False,loyal,high value,loyal_high value
211,2,193.31,96.655,2023-01-27,2023-02-21,False,False,False,repeat,low value,repeat_low value
212,3,321.62,107.20666666666666,2023-04-16,2023-06-07,False,False,False,repeat,mid value,repeat_mid value
213,5,501.73,100.346,2023-02-08,2023-12-16,False,False,False,loyal,high value,loyal_high value
214,10,1023.39,102.339,2023-01-09,2023-12-28,False,False,False,loyal,high value,loyal_high value
215,1,122.54,122.54,2023-10-20,2023-10-20,True,False,False,one order,low value,one order_low value
216,2,228.58,114.29,2023-06-01,2023-07-21,False,False,False,repeat,low value,repeat_low value
217,5,423.73,84.74600000000001,2023-03-10,2023-06-24,False,False,False,loyal,high value,loyal_high value
218,2,187.61,93.805,2023-01-11,2023-06-09,False,False,False,repeat,low value,repeat_low value
219,3,232.43,77.47666666666667,2023-05-26,2023-09-15,False,False,False,repeat,mid value,repeat_mid value
220,2,262.40999999999997,131.20499999999998,2023-05-05,2023-10-07,False,False,False,repeat,mid value,repeat_mid value
221,1,50.53,50.53,2023-01-19,2023-01-19,True,False,False,one order,low value,one order_low value
222,10,942.6899999999999,94.26899999999999,2023-01-05,2023-09-16,False,False,False,loyal,high value,loyal_high value
223,20,1757.74,87.887,2023-01-03,2023-12-27,False,False,False,loyal,high value,loyal_high value
224,2,184.24,92.12,2023-06-29,2023-11-19,False,False,False,repeat,low value,repeat_low value
225,5,531.63,106.326,2023-01-14,2023-10-18,False,False,False,loyal,high value,loyal_high value
226,1,116.1,116.1,2023-06-12,2023-06-12,True,False,False,one order,low value,one order_low value
227,2,176.75,88.375,2023-09-13,2023-10-03,False,False,False,repeat,low value,repeat_low value
228,2,190.57999999999998,95.28999999999999,2023-06-13,2023-10-16,False,False,False,repeat,low value,repeat_low value
229,5,513.2,102.64000000000001,2023-01-25,2023-10-15,False,False,False,loyal,high value,loyal_high value
230,1,101.93,101.93,2023-04-02,2023-04-02,True,False,False,one order,low value,one order_low value
231,2,156.94,78.47,2023-06-09,2023-11-12,False,False,False,repeat,low value,repeat_low value
232,3,299.85,99.95,2023-01-05,2023-10-14,False,False,False,repeat,mid value,repeat_mid value
233,2,194.35,97.175,2023-03-24,2023-06-27,False,False,False,repeat,low value,repeat_low value
234,1,88.98,88.98,2023-05-29,2023-05-29,True,False,False,one order,low value,one order_low value
235,1,78.8,78.8,2023-03-21,2023-03-21,True,False,False,one order,low value,one order_low value
236,3,258.88,86.29333333333334,2023-04-07,2023-09-30,False,False,False,repeat,mid value,repeat_mid value
237,3,373.89,124.63,2023-05-04,2023-08-19,False,False,False,repeat,mid value,repeat_mid value
238,2,222.67000000000002,111.33500000000001,2023-01-07,2023-08-17,False,False,False,repeat,low value,repeat_low value
239,2,193.87,96.935,2023-05-13,2023-08-07,False,False,False,repeat,low value,repeat_low value
240,2,202.0,101.0,2023-08-18,2023-11-10,False,False,False,repeat,low value,repeat_low value
241,1,128.06,128.06,2023-03-06,2023-03-06,True,False,False,one order,low value,one order_low value
242,3,220.68,73.56,2023-06-30,2023-12-04,False,False,False,repeat,low value,repeat_low value
243,2,171.18,85.59,2023-07-15,2023-09-13,False,False,False,repeat,low value,repeat_low value
244,5,431.56,86.312,2023-01-21,2023-08-21,False,False,False,loyal,high value,loyal_high value
245,3,336.9,112.3,2023-02-17,2023-11-10,False,False,False,repeat,mid value,repeat_mid value
246,1,164.72,164.72,2023-08-20,2023-08-20,True,False,False,one order,low value,one order_low value
247,3,285.11,95.03666666666668,2023-07-19,2023-12-09,False,False,False,repeat,mid value,repeat_mid value
248,2,254.32,127.16,2023-03-10,2023-04-11,False,False,False,repeat,mid value,repeat_mid value
249,1,107.11,107.11,2023-07-19,2023-07-19,True,False,False,one order,low value,one order_low value
250,1,86.36,86.36,2023-06-01,2023-06-01,True,False,False,one order,low value,one order_low value
251,1,75.93,75.93,2023-05-28,2023-05-28,True,False,False,one order,low value,one order_low value
252,1,138.96,138.96,2023-05-19,2023-05-19,True,False,False,one order,low value,one order_low value
253,20,2046.36,102.318,2023-02-18,2023-11-16,False,False,True,loyal,high value,loyal_high value
254,1,109.12,109.12,2023-05-02,2023-05-02,True,False,False,one order,low value,one order_low value
255,5,537.6,107.52000000000001,2023-01-18,2023-10-29,False,False,False,loyal,high value,loyal_high value
256,1,109.79,109.79,2023-09-13,2023-09-13,True,False,False,one order,low value,one order_low value
257,10,979.95,97.995,2023-01-19,2023-12-19,False,False,False,loyal,high value,loyal_high value
258,3,270.55,90.18333333333334,2023-05-08,2023-08-17,False,False,False,repeat,mid value,repeat_mid value
259,5,480.35,96.07000000000001,2023-08-19,2023-12-30,False,False,False,loyal,high value,loyal_high value
260,2,204.81,102.405,2023-03-27,2023-08-22,False,False,False,repeat,low value,repeat_low value
261,10,907.47,90.747,2023-01-20,2023-12-25,False,False,False,loyal,high value,loyal_high value
262,5,581.22,116.244,2023-01-03,2023-09-30,False,False,False,loyal,high value,loyal_high value
263,3,364.99,121.66333333333334,2023-06-08,2023-09-11,False,False,False,repeat,mid value,repeat_mid value
264,1,139.37,139.37,2023-06-01,2023-06-01,True,False,False,one order,low value,one order_low value
265,2,241.64999999999998,120.82499999999999,2023-01-30,2023-06-22,False,False,False,repeat,mid value,repeat_mid value
266,1,73.67,73.67,2023-07-02,2023-07-02,True,False,False,one order,low value,one order_low value
267,2,242.0,121.0,2023-04-23,2023-09-08,False,False,False,repeat,mid value,repeat_mid value
268,3,302.17,100.72333333333334,2023-04-28,2023-10-28,False,False,False,repeat,mid value,repeat_mid value
269,5,507.89,101.578,2023-02-19,2023-12-16,False,False,False,loyal,high value,loyal_high value
270,10,925.13,92.513,2023-02-18,2023-12-22,False,False,False,loyal,high value,loyal_high value
271,1,99.45,99.45,2023-04-16,2023-04-16,True,False,False,one order,low value,one order_low value
272,1,71.38,71.38,2023-08-08,2023-08-08,True,False,False,one order,low value,one order_low value
273,5,499.15999999999997,99.832,2023-02-13,2023-12-02,False,False,False,loyal,high value,loyal_high value
274,1,41.56,41.56,2023-09-07,2023-09-07,True,False,False,one order,low value,one order_low value
275,2,230.92000000000002,115.46000000000001,2023-01-07,2023-03-11,False,False,False,repeat,mid value,repeat_mid value
276,3,239.87,79.95666666666666,2023-06-03,2023-11-09,False,False,False,repeat,mid value,repeat_mid value
277,2,186.2,93.1,2023-01-21,2023-08-06,False,False,False,repeat,low value,repeat_low value
278,1,113.99,113.99,2023-11-01,2023-11-01,True,False,False,one order,low value,one order_low value
279,3,329.59000000000003,109.86333333333334,2023-06-10,2023-11-23,False,False,False,repeat,mid value,repeat_mid value
280,3,262.51,87.50333333333333,2023-01-28,2023-12-20,False,False,False,repeat,mid value,repeat_mid value
281,3,277.21999999999997,92.40666666666665,2023-01-17,2023-04-08,False,False,False,repeat,mid value,repeat_mid value
282,2,246.85000000000002,123.42500000000001,2023-01-05,2023-05-05,False,False,False,repeat,mid value,repeat_mid value
283,3,214.79,71.59666666666666,2023-02-28,2023-05-18,False,False,False,repeat,low value,repeat_low value
284,5,535.88,107.176,2023-03-09,2023-09-27,False,False,False,loyal,high value,loyal_high value
285,1,126.49,126.49,2023-06-17,2023-06-17,True,False,False,one order,low value,one order_low value
286,2,173.56,86.78,2023-08-15,2023-09-19,False,False,False,repeat,low value,repeat_low value
287,2,120.28,60.14,2023-07-16,2023-11-03,False,False,False,repeat,low value,repeat_low value
288,1,84.63,84.63,2023-10-24,2023-10-24,True,False,False,one order,low value,one order_low value
289,3,207.28,69.09333333333333,2023-03-26,2023-08-26,False,False,False,repeat,low value,repeat_low value
290,3,309.75,103.25,2023-01-08,2023-12-02,False,False,False,repeat,mid value,repeat_mid value
