customer_id,order_date,revenue
101,2023-02-16,129.62
101,2023-02-07,122.93
101,2023-10-20,122.93
102,2023-09-16,100.32
102,2023-06-10,77.56
103,2023-05-18,35.84
103,2023-06-21,118.8
104,2023-11-15,69.62
105,2023-09-30,97.85
105,2023-02-07,69.29
105,2023-04-04,83.21
106,2023-05-17,145.15
106,2023-03-17,120.04
106,2023-11-16,94.32
106,2023-03-01,96.4
106,2023-12-27,103.41
106,2023-08-17,85.37
106,2023-08-01,87.02
106,2023-06-14,116.3
106,2023-03-03,131.05
106,2023-05-12,124.61
107,2023-11-24,48.78
107,2023-10-22,116.58
107,2023-05-05,108.87
108,2023-01-23,159.94
108,2023-05-25,52.61
109,2023-11-05,107.07
109,2023-07-17,123.13
109,2023-05-14,136.44
109,2023-02-11,73.57
109,2023-01-15,99.62
110,2023-06-06,131.63
110,2023-02-07,124.84
110,2023-10-16,130.3
111,2023-03-27,98.45
112,2023-04-28,155.23
112,2023-10-21,32.66
112,2023-12-31,120.27
112,2023-08-04,101.65
112,2023-05-16,175.17
113,2023-02-16,142.43
114,2023-04-25,85.79
115,2023-10-19,121.54
115,2023-05-28,147.03
115,2023-01-11,96.64
116,2023-01-23,109.79
117,2023-10-29,122.86
117,2023-04-14,106.38
118,2023-04-21,119.3
118,2023-12-22,146.94
119,2023-05-13,106.51
119,2023-04-16,113.26
119,2023-04-02,81.1
119,2023-02-20,94.5
119,2023-01-29,81.18
119,2023-07-01,85.14
119,2023-11-09,62.95
119,2023-05-29,67.02
119,2023-11-05,132.13
119,2023-04-27,82.52
120,2023-10-18,125.57
120,2023-03-16,30.38
120,2023-10-21,61.3
121,2023-01-17,61.15
121,2023-05-08,92.21
121,2023-06-28,54.91
122,2023-01-25,19.09
123,2023-06-26,98.37
123,2023-10-12,155.47
123,2023-06-05,133.8
123,2023-02-18,91.93
123,2023-03-04,66.8
123,2023-07-08,82.65
123,2023-08-12,72.68
123,2023-05-21,59.12
123,2023-07-30,42.66
123,2023-11-14,82.79
124,2023-10-13,83.59
125,2023-01-19,141.66
125,2023-04-23,20.22
125,2023-04-24,147.75
125,2023-05-12,99.46
125,2023-09-21,57.77
126,2023-03-28,76.67
126,2023-02-24,114.56
126,2023-12-15,76.82
127,2023-11-09,78.87
127,2023-09-12,78.15
128,2023-02-23,124.38
129,2023-04-02,43.58
129,2023-09-21,92.79
129,2023-03-19,88.76
129,2023-10-15,107.04
129,2023-06-14,107.58
130,2023-08-11,81.9
131,2023-06-10,92.29
131,2023-05-31,109.91
131,2023-03-23,126.1
132,2023-10-30,55.04
132,2023-07-14,134.17
132,2023-04-29,122.69
132,2023-09-13,57.61
132,2023-08-10,128.49
133,2023-12-08,89.17
134,2023-03-22,98.87
134,2023-08-03,133.1
134,2023-05-08,98.07
134,2023-07-28,59.72
134,2023-01-14,126.09
135,2023-07-20,131.71
135,2023-09-03,69.98
136,2023-01-29,155.62
137,2023-08-03,128.51
138,2023-02-11,116.19
138,2023-12-22,77.21
139,2023-03-17,99.9
139,2023-03-28,73.04
140,2023-04-08,72.71
140,2023-09-25,97.03
140,2023-06-22,168.94
141,2023-07-09,81.26
141,2023-11-06,100.78
141,2023-12-29,93.25
141,2023-06-13,136.23
141,2023-04-23,122.44
142,2023-02-24,145.03
142,2023-04-21,47.36
142,2023-08-27,96.28
142,2023-05-28,108.51
142,2023-12-03,91.58
142,2023-12-31,111.24
142,2023-03-14,68.54
142,2023-07-20,68.62
142,2023-03-02,46.58
142,2023-04-14,53.26
143,2023-08-17,87.99
143,2023-04-18,67.37
143,2023-12-20,127.88
143,2023-01-12,78.19
143,2023-11-01,92.57
144,2023-11-26,106.53
145,2023-03-21,158.38
146,2023-09-21,138.54
146,2023-07-17,120.67
146,2023-07-19,97.9
146,2023-05-23,50.17
146,2023-02-28,124.55
147,2023-04-27,104.02
148,2023-06-25,94.12
148,2023-03-23,71.09
148,2023-08-11,100.85
149,2023-04-13,100.89
149,2023-09-30,61.78
150,2023-10-28,142.42
150,2023-04-08,102.39
150,2023-07-02,130.4
151,2023-02-08,112.38
151,2023-12-15,42.11
152,2023-07-29,20.58
152,2023-04-18,121.89
152,2023-11-07,107.68
153,2023-09-26,99.4
154,2023-04-06,136.7
154,2023-11-14,79.5
155,2023-07-04,51.84
155,2023-09-23,117.04
156,2023-12-25,152.13
157,2023-05-22,105.05
158,2023-11-20,120.02
159,2023-03-14,148.42
160,2023-12-10,80.54
161,2023-10-22,124.06
161,2023-11-15,98.52
161,2023-11-29,120.24
162,2023-07-18,104.99
162,2023-08-31,114.77
162,2023-11-26,96.15
162,2023-08-29,84.97
162,2023-09-16,114.06
162,2023-02-23,115.25
162,2023-02-16,102.9
162,2023-01-20,55.0
162,2023-08-29,88.8
162,2023-06-27,64.79
162,2023-12-04,75.03
162,2023-06-09,114.14
162,2023-08-15,78.84
162,2023-03-30,78.89
162,2023-11-25,32.63
162,2023-05-03,73.65
162,2023-01-29,108.58
162,2023-02-09,110.03
162,2023-01-25,74.48
162,2023-05-04,103.14
163,2023-11-24,92.94
163,2023-02-06,103.06
164,2023-10-11,0.0
165,2023-07-05,73.89
165,2023-11-19,139.72
165,2023-12-13,66.05
166,2023-10-16,107.2
166,2023-06-17,109.17
166,2023-04-02,124.61
166,2023-12-11,115.22
166,2023-06-30,130.26
167,2023-01-07,145.95
167,2023-05-13,88.89
167,2023-06-07,74.99
167,2023-02-08,111.06
167,2023-07-25,88.2
168,2023-01-12,105.73
168,2023-01-17,101.39
168,2023-12-26,122.6
168,2023-12-10,59.49
168,2023-12-31,90.77
169,2023-03-15,106.57
169,2023-08-21,97.14
169,2023-03-01,108.37
169,2023-12-01,105.27
169,2023-08-30,112.26
170,2023-07-11,89.11
170,2023-07-12,105.24
170,2023-01-22,85.6
170,2023-11-02,103.83
170,2023-09-27,83.23
170,2023-01-07,111.32
170,2023-01-29,146.97
170,2023-02-27,98.03
170,2023-01-26,96.61
170,2023-01-04,63.25
171,2023-02-08,138.96
171,2023-03-16,103.23
172,2023-05-10,78.3
173,2023-07-14,121.93
174,2023-08-24,44.6
174,2023-02-27,83.0
174,2023-01-15,76.59
174,2023-10-08,119.21
174,2023-10-07,128.52
174,2023-07-27,89.71
174,2023-01-27,110.28
174,2023-03-20,113.7
174,2023-01-27,113.8
174,2023-12-15,118.23
175,2023-06-30,95.15
176,2023-09-30,59.76
177,2023-12-06,59.25
177,2023-11-15,90.52
177,2023-08-02,52.26
178,2023-03-05,116.94
178,2023-07-24,96.43
178,2023-11-16,64.66
178,2023-12-04,174.17
178,2023-02-01,85.12
179,2023-08-05,111.16
179,2023-09-24,114.37
179,2023-08-02,81.38
180,2023-02-15,113.1
181,2023-03-21,55.82
182,2023-08-30,97.31
182,2023-12-19,73.71
183,2023-03-18,101.13
183,2023-04-26,58.44
184,2023-03-31,66.78
184,2023-06-23,127.58
184,2023-04-16,116.58
184,2023-11-01,106.32
184,2023-03-14,126.41
184,2023-12-25,53.99
184,2023-07-23,125.83
184,2023-09-21,104.39
184,2023-03-25,115.66
184,2023-11-14,89.94
184,2023-03-25,172.4
184,2023-07-27,139.52
184,2023-01-03,105.93
184,2023-05-07,152.08
184,2023-01-12,105.94
184,2023-03-28,91.05
184,2023-08-31,164.91
184,2023-05-02,89.4
184,2023-06-22,39.2
184,2023-08-09,118.56
185,2023-03-23,133.88
185,2023-07-30,101.14
186,2023-02-04,103.6
187,2023-07-26,92.28
188,2023-06-08,49.94
188,2023-01-24,44.07
188,2023-12-30,72.95
188,2023-01-20,193.15
188,2023-04-06,110.42
189,2023-09-07,96.84
189,2023-03-07,153.42
189,2023-12-01,94.82
190,2023-07-05,126.51
191,2023-09-25,79.83
191,2023-01-21,31.46
191,2023-08-13,112.05
191,2023-08-28,79.43
191,2023-03-28,58.43
191,2023-01-02,143.33
191,2023-10-20,99.23
191,2023-11-14,135.18
191,2023-11-12,148.3
191,2023-08-19,50.63
192,2023-05-10,108.05
192,2023-12-11,78.59
193,2023-03-07,151.5
193,2023-06-13,146.13
193,2023-10-28,76.99
193,2023-01-10,77.2
193,2023-07-14,42.44
193,2023-04-03,80.27
193,2023-09-23,73.39
193,2023-05-13,112.72
193,2023-10-03,117.63
193,2023-11-09,103.45
194,2023-10-11,90.35
195,2023-02-13,162.3
195,2023-11-08,130.91
195,2023-04-18,107.16
195,2023-09-08,90.19
195,2023-05-10,83.47
196,2023-10-20,96.07
197,2023-11-21,68.95
197,2023-06-10,82.34
197,2023-10-03,100.28
197,2023-06-30,159.15
197,2023-05-06,93.61
197,2023-08-05,127.49
197,2023-08-11,110.39
197,2023-07-03,36.97
197,2023-10-21,188.13
197,2023-12-06,78.02
198,2023-09-21,115.16
199,2023-12-24,94.28
200,2023-11-07,106.52
200,2023-04-29,104.51
200,2023-04-24,110.95
201,2023-01-26,106.03
202,2023-11-24,131.52
203,2023-10-16,118.54
203,2023-05-22,104.23
203,2023-02-22,125.18
203,2023-08-08,154.46
203,2023-07-11,130.15
204,2023-03-18,92.43
204,2023-06-08,116.93
204,2023-04-12,110.67
204,2023-05-12,131.41
204,2023-03-23,117.1
205,2023-10-06,138.69
205,2023-12-10,92.16
205,2023-11-06,59.78
205,2023-03-06,134.93
205,2023-03-17,135.15
206,2023-04-03,160.85
206,2023-11-01,35.46
207,2023-09-24,153.05
208,2023-04-20,138.08
208,2023-09-22,120.93
208,2023-01-03,118.67
209,2023-04-27,101.75
209,2023-08-09,65.3
209,2023-10-31,54.02
209,2023-10-20,95.5
209,2023-02-12,50.97
210,2023-11-22,125.65
210,2023-01-21,129.38
210,2023-04-17,92.42
210,2023-07-22,111.76
210,2023-02-20,77.38
211,2023-02-21,91.58
211,2023-01-27,101.73
212,2023-04-16,123.09
212,2023-06-07,70.31
212,2023-05-12,128.22
213,2023-12-16,116.5
213,2023-03-15,70.95
213,2023-02-08,155.4
213,2023-11-08,106.67
213,2023-08-29,52.21
214,2023-09-20,113.21
214,2023-11-06,82.63
214,2023-12-28,101.91
214,2023-02-16,103.67
214,2023-04-28,116.3
214,2023-10-04,91.48
214,2023-01-09,112.04
214,2023-09-28,57.92
214,2023-05-05,152.49
214,2023-06-19,91.74
215,2023-10-20,122.54
216,2023-06-01,91.15
216,2023-07-21,137.43
217,2023-06-13,92.66
217,2023-03-10,66.17
217,2023-06-24,115.08
217,2023-06-10,89.18
217,2023-04-29,60.64
218,2023-06-09,104.33
218,2023-01-11,83.28
219,2023-09-11,58.91
219,2023-09-15,120.01
219,2023-05-26,53.51
220,2023-05-05,129.29
220,2023-10-07,133.12
221,2023-01-19,50.53
222,2023-04-19,131.37
222,2023-02-05,82.55
222,2023-03-11,69.56
222,2023-07-15,137.16
222,2023-01-05,93.55
222,2023-01-27,59.64
222,2023-07-19,124.72
222,2023-02-19,67.14
222,2023-02-27,121.99
222,2023-09-16,55.01
223,2023-10-13,60.11
223,2023-04-26,102.89
223,2023-02-05,79.57
223,2023-11-29,139.34
223,2023-11-07,120.83
223,2023-07-27,53.32
223,2023-02-24,45.34
223,2023-01-12,139.42
223,2023-01-03,63.56
223,2023-05-24,72.6
223,2023-04-25,91.53
223,2023-04-14,77.4
223,2023-10-13,123.68
223,2023-05-29,92.9
223,2023-08-19,88.11
223,2023-10-15,104.01
223,2023-02-07,95.43
223,2023-08-14,79.54
223,2023-12-27,64.77
223,2023-12-07,63.39
224,2023-11-19,78.44
224,2023-06-29,105.8
225,2023-09-19,97.11
225,2023-05-23,102.45
225,2023-10-18,97.03
225,2023-06-07,117.05
225,2023-01-14,117.99
226,2023-06-12,116.1
227,2023-10-03,73.05
227,2023-09-13,103.7
228,2023-10-16,121.28
228,2023-06-13,69.3
229,2023-08-26,109.05
229,2023-01-25,76.01
229,2023-01-25,110.55
229,2023-03-20,101.7
229,2023-10-15,115.89
230,2023-04-02,101.93
231,2023-11-12,40.74
231,2023-06-09,116.2
232,2023-10-14,61.53
232,2023-01-05,93.6
232,2023-05-10,144.72
233,2023-06-27,104.46
233,2023-03-24,89.89
234,2023-05-29,88.98
235,2023-03-21,78.8
236,2023-04-07,104.82
236,2023-09-30,100.09
236,2023-04-11,53.97
237,2023-05-04,127.37
237,2023-08-19,126.31
237,2023-07-10,120.21
238,2023-01-07,41.68
238,2023-08-17,180.99
239,2023-05-13,99.1
239,2023-08-07,94.77
240,2023-08-18,125.89
240,2023-11-10,76.11
241,2023-03-06,128.06
242,2023-06-30,85.19
242,2023-12-04,58.36
242,2023-07-10,77.13
243,2023-09-13,99.18
243,2023-07-15,72.0
244,2023-04-22,94.81
244,2023-08-21,151.35
244,2023-08-09,73.76
244,2023-01-21,31.71
244,2023-02-11,79.93
245,2023-03-01,131.2
245,2023-02-17,120.34
245,2023-11-10,85.36
246,2023-08-20,164.72
247,2023-08-02,81.83
247,2023-07-19,110.99
247,2023-12-09,92.29
248,2023-03-10,102.66
248,2023-04-11,151.66
249,2023-07-19,107.11
250,2023-06-01,86.36
251,2023-05-28,75.93
252,2023-05-19,138.96
253,2023-07-30,68.59
253,2023-09-18,116.1
253,2023-09-18,135.57
253,2023-11-16,121.57
253,2023-05-18,118.21
253,2023-02-18,139.33
253,2023-10-19,139.85
253,2023-06-18,116.69
253,2023-08-05,82.5
253,2023-09-23,101.16
253,2023-05-29,97.81
253,2023-09-15,67.99
253,2023-09-26,145.85
253,2023-10-15,115.24
253,2023-10-15,74.39
253,2023-09-28,110.78
253,2023-09-30,68.66
253,2023-05-04,41.01
253,2023-04-24,93.36
253,2023-06-23,91.7
254,2023-05-02,109.12
255,2023-08-21,107.98
255,2023-01-18,62.76
255,2023-05-06,118.17
255,2023-10-29,126.66
255,2023-08-24,122.03
256,2023-09-13,109.79
257,2023-10-12,100.91
257,2023-09-26,97.17
257,2023-10-10,97.42
257,2023-02-19,100.91
257,2023-03-29,55.24
257,2023-02-13,109.26
257,2023-07-08,151.07
257,2023-12-19,43.02
257,2023-01-19,102.35
257,2023-01-23,122.6
258,2023-05-08,111.43
258,2023-08-17,95.85
258,2023-05-24,63.27
259,2023-12-30,93.73
259,2023-12-28,74.48
259,2023-12-20,107.82
259,2023-10-29,57.98
259,2023-08-19,146.34
260,2023-03-27,128.36
260,2023-08-22,76.45
261,2023-01-20,119.45
261,2023-03-16,119.03
261,2023-03-11,114.26
261,2023-11-08,67.86
261,2023-04-21,100.18
261,2023-05-12,117.67
261,2023-08-15,110.16
261,2023-06-03,57.45
261,2023-12-25,47.18
261,2023-07-21,54.23
262,2023-01-20,137.88
262,2023-09-30,83.44
262,2023-01-14,176.75
262,2023-01-03,103.79
262,2023-02-24,79.36
263,2023-09-11,175.37
263,2023-06-08,89.83
263,2023-07-07,99.79
264,2023-06-01,139.37
265,2023-01-30,102.45
265,2023-06-22,139.2
266,2023-07-02,73.67
267,2023-04-23,123.47
267,2023-09-08,118.53
268,2023-04-28,120.95
268,2023-10-28,113.67
268,2023-05-28,67.55
269,2023-07-17,109.11
269,2023-05-18,58.7
269,2023-02-19,115.35
269,2023-12-16,74.34
269,2023-09-11,150.39
270,2023-02-20,122.05
270,2023-09-02,82.5
270,2023-11-16,60.97
270,2023-02-18,120.82
270,2023-12-22,96.91
270,2023-03-11,85.4
270,2023-10-22,104.26
270,2023-05-09,91.77
270,2023-03-25,70.02
270,2023-06-01,90.43
271,2023-04-16,99.45
272,2023-08-08,71.38
273,2023-12-02,71.39
273,2023-07-01,134.81
273,2023-03-11,92.82
273,2023-02-13,105.22
273,2023-04-17,94.92
274,2023-09-07,41.56
275,2023-01-07,123.51
275,2023-03-11,107.41
276,2023-07-18,102.62
276,2023-06-03,53.12
276,2023-11-09,84.13
277,2023-01-21,123.83
277,2023-08-06,62.37
278,2023-11-01,113.99
279,2023-06-10,98.93
279,2023-06-27,81.78
279,2023-11-23,148.88
280,2023-10-16,69.53
280,2023-12-20,101.85
280,2023-01-28,91.13
281,2023-01-17,104.57
281,2023-04-08,97.52
281,2023-03-06,75.13
282,2023-01-05,86.55
282,2023-05-05,160.3
283,2023-03-17,100.62
283,2023-02-28,78.16
283,2023-05-18,36.01
284,2023-06-03,98.9
284,2023-03-09,103.68
284,2023-08-20,148.74
284,2023-08-01,70.78
284,2023-09-27,113.78
285,2023-06-17,126.49
286,2023-08-15,97.66
286,2023-09-19,75.9
287,2023-07-16,36.1
287,2023-11-03,84.18
288,2023-10-24,84.63
289,2023-03-26,131.49
289,2023-08-26,58.58
289,2023-04-14,17.21
290,2023-09-20,131.9
290,2023-12-02,89.96
290,2023-01-08,87.89
291,2023-06-25,94.01
291,2023-09-03,65.1
291,2023-10-02,105.75
291,2023-10-29,107.24
291,2023-01-16,99.73
292,2023-06-07,109.09
293,2023-09-17,74.14
293,2023-11-21,110.91
293,2023-01-25,84.94
294,2023-08-15,116.76
294,2023-07-08,62.24
295,2023-05-14,69.73
295,2023-07-30,108.3
295,2023-08-01,121.96
295,2023-08-04,138.91
295,2023-10-13,99.31
295,2023-10-04,82.05
295,2023-02-03,149.23
295,2023-02-10,76.48
295,2023-03-16,118.26
295,2023-10-06,54.45
296,2023-05-19,137.32
296,2023-12-16,101.14
296,2023-07-31,104.07
296,2023-09-29,90.47
296,2023-09-05,79.74
297,2023-07-20,126.04
298,2023-05-23,88.66
299,2023-08-15,84.91
300,2023-02-08,143.32
300,2023-12-21,125.78
300,2023-08-07,110.39
300,2023-04-01,53.17
300,2023-05-22,57.16
301,2023-11-24,92.85
301,2023-11-30,69.59
301,2023-03-25,98.52
301,2023-09-27,90.91
301,2023-06-03,116.23
302,2023-06-22,126.54
302,2023-11-23,130.1
302,2023-05-04,161.71
302,2023-05-01,119.78
302,2023-04-30,88.41
303,2023-11-13,96.4
303,2023-09-22,93.44
303,2023-11-16,48.99
304,2023-11-05,115.85
304,2023-08-15,122.36
304,2023-02-10,73.42
304,2023-07-15,89.29
304,2023-03-27,123.83
305,2023-05-07,116.77
305,2023-03-03,167.59
305,2023-06-07,51.22
305,2023-02-19,85.12
305,2023-09-12,63.22
306,2023-06-21,123.58
307,2023-07-20,107.95
308,2023-08-04,119.26
308,2023-03-06,66.39
308,2023-05-27,96.7
308,2023-01-26,89.53
308,2023-01-21,89.35
309,2023-10-03,117.4
309,2023-11-07,135.99
309,2023-12-14,92.62
310,2023-12-08,74.7
310,2023-07-13,93.77
311,2023-03-13,47.5
311,2023-03-28,127.21
311,2023-07-29,93.54
311,2023-03-02,81.65
311,2023-05-16,98.89
311,2023-12-28,57.81
311,2023-10-18,97.51
311,2023-08-25,174.53
311,2023-07-08,78.91
311,2023-02-18,132.53
311,2023-07-11,82.67
311,2023-11-14,84.75
311,2023-08-21,96.54
311,2023-09-22,82.58
311,2023-01-17,125.61
311,2023-12-10,131.15
311,2023-07-02,102.59
311,2023-02-10,98.08
311,2023-05-07,82.29
311,2023-02-15,88.91
312,2023-03-13,66.29
312,2023-04-19,52.56
312,2023-10-28,126.85
313,2023-09-07,120.64
313,2023-06-23,112.59
313,2023-12-09,124.32
314,2023-12-06,116.06
315,2023-11-20,75.03
315,2023-03-23,33.73
315,2023-05-27,133.96
316,2023-11-28,165.97
316,2023-08-31,115.36
316,2023-10-12,94.95
316,2023-04-15,124.27
316,2023-09-23,109.16
316,2023-07-29,90.96
316,2023-06-04,90.48
316,2023-04-27,65.69
316,2023-03-22,103.26
316,2023-09-25,96.14
317,2023-12-23,43.54
317,2023-08-01,82.9
317,2023-10-06,118.55
318,2023-10-21,114.13
318,2023-05-26,125.37
318,2023-04-09,102.43
318,2023-05-02,75.85
318,2023-01-30,141.77
319,2023-06-05,92.5
319,2023-06-21,95.97
319,2023-12-26,124.32
319,2023-03-16,44.93
319,2023-11-09,135.14
320,2023-06-16,61.99
321,2023-02-25,101.33
321,2023-11-17,71.07
321,2023-06-06,87.1
322,2023-05-06,74.03
322,2023-03-05,106.25
323,2023-06-25,156.74
323,2023-12-31,86.14
323,2023-11-21,66.56
324,2023-12-29,102.93
325,2023-08-22,51.78
325,2023-05-05,73.01
326,2023-01-30,101.38
326,2023-02-06,98.47
327,2023-12-23,21.29
327,2023-10-01,63.38
327,2023-07-20,96.78
327,2023-04-19,113.43
327,2023-08-12,115.87
327,2023-06-14,38.83
327,2023-11-01,61.96
327,2023-11-05,103.7
327,2023-12-09,45.97
327,2023-04-19,83.72
